ID	Box	Pop	Temp	Diet	Phosphorus	GUT	Days_spent	N_clutches	N_clutches_per day	Av_stick_height	Ctmax_time	Ctmax_temp	Cons_animal	Cons_plant	Animal_per_day	Plant_per_day	Ratio_A:P	Total_cons	Cons_rate	Ini_weight	Fin_weight	Growth_rate	Shell_IL	Shell_IAA	Shell_FL	Shell_FAA
289	13	PT	14	P	3	x	60	1	0.0166666666666667	1.04166666666667	214	38.6	0	417.889572649573	0	6.96482621082621		417.889572649573	7.08	202.21	324.1	2.0315	13.6356666666667	43.8883333333333	16.072	63.1416666666667
292	14	PT	14	A	0	x	60	7	0.116666666666667	1.1875	202	37.6	497.451166666667	0	8.29085277777778	0		497.451166666667	8.43	196.77	556.6	5.99716666666667	13.0343333333333	43.766	18.7486666666667	95.001
295	14	PT	14	M	3	x	60	0	0	0.3125	195	36.5	123.060769230769	214.238076923077	2.05101282051282	3.57063461538462	1 : 1.74	337.298846153846	5.72	200.77	244.1	0.722166666666667	12.6303333333333	49.1996666666667	12.6823333333333	50.971
296	14	PT	14	M	3	x	60	0	0	0.5625	174	34.5	153.487948717949	433.047535612536	2.55813247863248	7.21745892687559	1 : 2.82	586.535484330484	9.94	260.55	514.6	4.23416666666667	14.6463333333333	52.6783333333333	17.9246666666667	75.286
298	14	PT	14	P	0	x	60	1	0.0166666666666667	0.604166666666667	196	36.5	0	588.143402777778	0	9.80239004629629		588.143402777778	9.97	355.48	505.7	2.50366666666667	15.1286666666667	67.8223333333333	18.735	93.9706666666667
299	14	PT	14	P	3	x	60	2	0.0333333333333333	0.729166666666667	199	36.8	0	683.427891737892	0	11.3904648622982		683.427891737892	11.58	524.09	654.1	2.16683333333334	17.8786666666667	107.146	19.807	117.674333333333
300	14	PT	14	A	0	x	60	5	0.0833333333333333	0.541666666666667	183	35.8	474.751166666667	0	7.91251944444444	0		474.751166666667	8.05	270.72	577.1	5.10633333333333	14.285	53.7253333333333	19.0883333333333	103.833666666667
301	14	PT	14	A	3	x	60	0	0	1.10416666666667	178	35.3	342.584102564103	0	5.70973504273504	0		342.584102564103	5.81	251.03	485.4	3.90616666666667	13.641	49.172	17.8293333333333	72.3256666666667
305	14	PT	14	M	3	x	60	5	0.0833333333333333	0.604166666666667	195	36.6	302.336923076923	528.334358974359	5.03894871794872	8.80557264957265	1 : 1.75	830.671282051282	14.08	389.65	587.1	3.29083333333333	16.6963333333333	81.1253333333333	18.684	92.1003333333333
306	14	PT	14	P	0	x	60	0	0	0.9375	211	38.5	0	370.57125	0	6.1761875		370.57125	6.28	357.44	486.2	2.146	15.0256666666667	67.5696666666667	16.786	90.0763333333333
309	15	PT	14	A	0	x	60	6	0.1	1.30434782608696	177	35.1	478.443333333333	0	7.97405555555555	0		478.443333333333	8.11	249.56	574.9	5.42233333333333	14.4333333333333	60.0933333333333	18.395	101.669
310	15	PT	14	A	0	x	60	6	0.1	1.10416666666667	174	34.9	538.738111111111	0	8.97896851851852	0		538.738111111111	9.13	241.29	582.9	5.6935	14.116	60.9653333333333	18.9813333333333	99.0746666666667
312	15	PT	14	M	0	x	60	3	0.05	0.416666666666667	162	33.6	143.5825	321.77125	2.39304166666667	5.36285416666667	1 : 2.24	465.35375	7.89	239.07	429.8	3.17883333333333	12.7613333333333	49.6473333333333	17.0853333333333	77.747
317	15	PT	14	P	3	x	60	0	0	0.875	172	34.6	0	420.276638176638	0	7.0046106362773		420.276638176638	7.12	361.82	436.4	1.243	16.064	69.756	17.0763333333333	78.3356666666667
320	15	PT	14	A	3	x	60	6	0.1	1.16666666666667	169	34.4	796.003333333333	0	13.2667222222222	0		796.003333333333	13.49	459.72	825.4	6.09466666666667	17.9873333333333	88.283	21.211	131.291333333333
327	16	PT	14	A	0	x	60	9	0.15	1.20833333333333	170	34	707.942416666667	0	11.7990402777778	0		707.942416666667	12	333.5	637.6	5.06833333333333	16.126	62.1243333333333	19.9656666666667	109.303
329	16	PT	14	A	3	x	60	6	0.1	1.29166666666667	201	37.1	676.863076923077	0	11.2810512820513	0		676.863076923077	11.47	474.71	626.9	2.5365	16.939	101.803	18.7096666666667	119.877333333333
332	16	PT	14	M	3	x	60	5	0.0833333333333333	1.47916666666667	208	37.8	302.687435897436	605.727891737892	5.0447905982906	10.0954648622982	1 : 2	908.415327635328	15.4	405.69	778.6	6.21516666666667	16.1303333333333	78.257	21.3086666666667	135.920666666667
335	16	PT	14	P	3	x	60	0	0	1.04166666666667	201	37.2	0	445.731367521368	0	7.42885612535613		445.731367521368	7.55	274.08	504.3	3.837	13.832	57.6496666666667	17.3946666666667	88.7206666666667
336	16	PT	14	A	0	x	60	8	0.133333333333333	0.833333333333333	209	38.3	639.55025	0	10.6591708333333	0		639.55025	10.84	438.63	617	2.97283333333333	15.906	78.237	18.4673333333333	114.365333333333
340	16	PT	14	M	0	x	60	7	0.116666666666667	1.64583333333333	205	37.5	373.565444444444	810.511722222222	6.22609074074074	13.5085287037037	1 : 2.17	1184.07716666667	20.07	528.99	816	4.7835	17.199	90.4023333333333	21.5236666666667	141.656666666667
348	17	PT	20	M	0	x	57	6	0.105263157894737	1.08333333333333	223	39.6	442.520611111111	992.698305555555	7.76351949317739	17.4157597465887	1 : 2.24	1435.21891666667	25.63	580.41	827.7	4.33842105263158	16.8436666666667	92.6613333333333	23.1116666666667	150.388666666667
351	17	PT	20	P	0	x	60	8	0.133333333333333	1.02083333333333	190	36.5	0	954.271361111111	0	15.9045226851852		954.271361111111	16.17	263.9	493.2	3.82166666666667	13.9303333333333	54.2746666666667	18.2736666666667	100.593
364	18	PT	20	A	0	x	60	6	0.1	1.45833333333333	218	39	1248.53536111111	0	20.8089226851852	0		1248.53536111111	21.16	695.15	1005	5.16416666666666	19.738	114.429666666667	22.682	169.500333333333
365	18	PT	20	A	3	x	55	14	0.254545454545455	0.6875	209	38.1	754.364358974359	0	13.7157156177156	0		754.364358974359	13.97	461.09	456.6	-0.0816363636363628	15.1453333333333	80.0143333333333	16.2163333333333	95.0316666666667
366	18	PT	20	M	0	x	60	2	0.0333333333333333	0.604166666666667	222	39.5	467.170222222222	677.577111111111	7.78617037037037	11.2929518518518	1 : 1.45	1144.74733333333	19.4	210.68	510.2	4.992	12.2646666666667	43.4763333333333	18.9923333333333	97.6563333333333
368	18	PT	20	M	3	x	60	5	0.0833333333333333	1.08333333333333	223	39.7	568.311025641026	961.25650997151	9.47185042735043	16.0209418328585	1 : 1.69	1529.56753561254	25.92	470.84	733.9	4.38433333333333	16.2886666666667	79.926	19.793	125.373666666667
373	18	PT	20	A	3	x	60	8	0.133333333333333	0.625	213	38.6	923.009743589744	0	15.3834957264957	0		923.009743589744	15.64	258.95	619.3	6.00583333333333	13.564	48.056	19.653	114.797666666667
375	18	PT	20	M	0	x	60	10	0.166666666666667	0.6875	218	39.5	591.530611111111	1162.59830555556	9.85884351851852	19.3766384259259	1 : 1.97	1754.12891666667	29.73	386.12	771.6	6.42466666666667	14.9616666666667	69.7883333333333	21.205	130.055333333333
376	18	PT	20	M	0	x	60	2	0.0333333333333333	1.02083333333333	201	37.4	178.274666666667	419.069333333333	2.97124444444444	6.98448888888889	1 : 2.35	597.344	10.12	243	330.2	1.45333333333333	12.2006666666667	51.7646666666667	12.8963333333333	65.7726666666667
381	19	PT	20	A	0	x	60	4	0.0666666666666667	0.666666666666667	217	39.5	1090.81277777778	0	18.180212962963	0		1090.81277777778	18.49	405.81	932.3	8.77483333333333	15.3686666666667	74.9386666666667	22.8383333333333	174.906666666667
390	19	PT	20	A	0	x	60	9	0.15	1.60416666666667	210	38.1	1236.08666666667	0	20.6014444444444	0		1236.08666666667	20.95	421.48	830.9	6.82366666666667	16.23	77.5886666666667	22.674	163.265
391	19	PT	20	A	3	x	60	10	0.166666666666667	1.41666666666667	221	39.3	1334.7458974359	0	22.245764957265	0		1334.7458974359	22.62	354.34	761.6	6.78766666666667	14.9416666666667	62.3103333333333	22.8353333333333	157.580333333333
392	19	PT	20	A	3	x	60	8	0.133333333333333	1.5625	215	39.2	537.394358974359	0	8.95657264957265	0		537.394358974359	9.11	219.59	294	1.24016666666667	11.4043333333333	48.7766666666667	12.2633333333333	64.7576666666667
393	19	PT	20	M	0	x	60	6	0.1	0.895833333333333	284	39.7	443.886666666667	1173.32333333333	7.39811111111111	19.5553888888889	1 : 2.64	1617.21	27.41	491.15	806.9	5.2625	17.4676666666667	93.312	20.1083333333333	134.255666666667
395	19	PT	20	M	3	x	60	7	0.116666666666667	1.26086956521739	219	39	659.612051282051	1234.91746438746	10.9935341880342	20.5819577397911	1 : 1.87	1894.52951566952	32.11	598.7	818.2	3.65833333333333	17.1196666666667	97.1996666666667	21.0866666666667	147.594
397	19	PT	20	P	3	x	60	1	0.0166666666666667	0.625	200	37.5	0	491.595797720798	0	8.19326329534663		491.595797720798	8.33	226.21	290.6	1.07316666666667	12.2626666666667	50.4606666666667	13.2846666666667	65.6343333333333
405	20	PT	20	P	0	x	60	4	0.0666666666666667	0.833333333333333	217	38.9	0	1126.75118055556	0	18.7791863425926		1126.75118055556	19.1	577.85	771.3	3.22416666666667	18.9593333333333	91.7933333333333	20.905	129.024666666667
407	20	PT	20	P	3	x	60	12	0.2	0.4375	214	38.5	0	602.576396011396	0	10.0429399335233		602.576396011396	10.21	268.86	397.7	2.14733333333333	12.674	60.0813333333333	14.0986666666667	78.4256666666667
410	20	PT	20	A	3	x	60	5	0.0833333333333333	1.1875	178	35.3	1169.96025641026	0	19.4993376068376	0		1169.96025641026	19.83	406.35	934.8	8.8075	15.4476666666667	68.2173333333333	20.5813333333333	139.223333333333
421	21	PT	20	M	3	x	60	11	0.183333333333333	0.4375	190	36.9	441.523076923077	650.756752136752	7.35871794871795	10.8459458689459	1 : 1.47	1092.27982905983	18.51	421.11	536	1.91483333333333	14.6416666666667	73.8466666666667	16.3153333333333	91.9356666666667
427	21	PT	20	A	3	x	60	5	0.0833333333333333	0.916666666666667	216	39.4	1109.15512820513	0	18.4859188034188	0		1109.15512820513	18.8	263.89	741	7.95183333333333	13.525	48.5426666666667	20.9553333333333	122.125333333333
433	21	PT	20	P	3	x	60	7	0.116666666666667	1.1875	225	39.7	0	741.266695156695	0	12.3544449192783		741.266695156695	12.56	242.41	382.1	2.32816666666667	12.7366666666667	46.22	16.4873333333333	71.363
434	21	PT	20	P	3	x	60	6	0.1	0.208333333333333	222	39.8	0	579.902264957265	0	9.66503774928775		579.902264957265	9.83	242.98	406.7	2.72866666666667	12.038	50.676	14.5586666666667	70.7513333333333
436	22	PT	20	A	0	x	60	8.5	0.141666666666667	0.854166666666667	218	39.2	1137.34841666667	0	18.9558069444444	0		1137.34841666667	19.28	380.84	811.8	7.18266666666667	15.5323333333333	66.9406666666667	21.634	133.267666666667
438	22	PT	20	M	0	x	60	17	0.283333333333333	0.291666666666667	205	37.9	346.106777777778	605.319388888889	5.7684462962963	10.0886564814815	1 : 1.75	951.426166666666	16.13	339.69	410.2	1.17516666666667	12.6276666666667	71.9093333333333	13.616	81.2633333333333
441	22	PT	20	P	0	x	60	3	0.05	0.666666666666667	243	39	0	969.1425	0	16.152375		969.1425	16.43	563.29	541.8	-0.358166666666667	18.3	111.372333333333	18.9573333333333	116.405
444	22	PT	20	A	0	x	60	10	0.166666666666667	1.08333333333333	227	40	1127.05886111111	0	18.7843143518518	0		1127.05886111111	19.1	396.15	746.6	5.84083333333333	16.2723333333333	81.73	20.247	134.797666666667
445	22	PT	20	A	3	x	60	10	0.166666666666667	1.22916666666667	218	39	1241.92128205128	0	20.698688034188	0		1241.92128205128	21.05	313.61	834.7	8.68483333333333	14.9813333333333	60.3373333333333	20.57	123.161666666667
446	22	PT	20	A	3	x	60	5	0.0833333333333333	0.875	205	38.4	1152.70051282051	0	19.2116752136752	0		1152.70051282051	19.54	714.99	978.2	4.38683333333333	19.0003333333333	139.549666666667	20.052	150.034
447	22	PT	20	M	0	x	60	4	0.0666666666666667	0.666666666666667	214	39.1	485.091472222222	1126.81273611111	8.08485787037037	18.7802122685185	1 : 2.32	1611.90420833333	27.32	421.4	742.8	5.35666666666667	16.6146666666667	81.0883333333333	21.1436666666667	128.785666666667
448	22	PT	20	M	0	x	60	11	0.183333333333333	0.8125	216	39.4	519.158861111111	1210.14543055556	8.65264768518518	20.1690905092593	1 : 2.33	1729.30429166667	29.31	451.52	934.2	8.04466666666667	16.187	78.0763333333333	21.5466666666667	150.220666666667
449	22	PT	20	M	3	x	60	7	0.116666666666667	1	216	38.8	579.478461538462	1255.36273504274	9.65797435897436	20.9227122507123	1 : 2.17	1834.8411965812	31.1	379.04	941.1	9.36766666666667	15.2553333333333	69.4746666666667	19.8223333333333	146.118
450	22	PT	20	P	0	x	60	6	0.1	0.9375	176	34.8	0	1271.09447222222	0	21.1849078703704		1271.09447222222	21.54	459.83	699	3.98616666666667	16.8463333333333	77.176	20.375	122.418333333333
451	22	PT	20	P	3	x	60	6	0.1	0.8125	166	34	0	868.450284900285	0	14.4741714150047		868.450284900285	14.72	364.49	676.1	5.1935	14.787	66.7696666666667	18.347	104.567333333333
453	23	PT	20	A	0	x	60	11	0.183333333333333	0.583333333333333	200	37.5	1245.88405555556	0	20.7647342592593	0		1245.88405555556	21.12	462.29	857.1	6.58016666666667	17.058	92.983	22.279	161.038333333333
456	23	PT	20	M	0	x	60	4	0.0666666666666667	1.02083333333333	218	39.6	284.418888888889	891.369444444444	4.74031481481481	14.8561574074074	1 : 3.13	1175.78833333333	19.93	420.96	579.2	2.63733333333333	16.0996666666667	76.109	18.4153333333333	113.236333333333
457	23	PT	20	M	3	x	60	8	0.133333333333333	1.02083333333333	212	38.4	682.852820512821	1264.60776353276	11.3808803418803	21.0767960588794	1 : 1.85	1947.46058404558	33.01	553.08	928.3	6.25366666666667	17.6636666666667	98.976	21.3256666666667	144.842
459	23	PT	20	P	0	x	60	8	0.133333333333333	0.666666666666667	219	39	0	998.289625	0	16.6381604166667		998.289625	16.92	396.02	657.8	4.363	15.692	69.847	19.2476666666667	107.680666666667
460	23	PT	20	P	0	x	60	6	0.1	1.14583333333333	227	39.9	0	1022.72040277778	0	17.0453400462963		1022.72040277778	17.33	398.14	577.8	2.99433333333333	15.3086666666667	63.4993333333333	19.3143333333333	107.744
467	23	PT	20	M	3	x	60	9	0.15	0.6875	224	39.6	566.670256410257	971.666210826211	9.44450427350428	16.1944368471035	1 : 1.71	1538.33646723647	26.07	445.33	801.9	5.94283333333333	16.2683333333333	80.81	21.8443333333333	143.348666666667
472	24	PT	20	A	0	x	60	7	0.116666666666667	1.25	218	39.7	808.211083333333	0	13.4701847222222	0		808.211083333333	13.7	400.11	605.5	3.42316666666667	15.441	65.1603333333333	18.706	105.283333333333
473	24	PT	20	A	3	x	60	9	0.15	0.916666666666667	190	36.5	1227.23948717949	0	20.4539914529915	0		1227.23948717949	20.8	344.02	764.2	7.003	15.2076666666667	61.0196666666667	22.2763333333333	147.358
474	24	PT	20	M	0	x	60	8	0.133333333333333	1.60416666666667	223	39.5	537.778888888889	1048.26944444444	8.96298148148148	17.4711574074074	1 : 1.95	1586.04833333333	26.88	294.89	760.8	7.76516666666667	13.5856666666667	59.278	20.234	132.311666666667
479	24	PT	20	P	3	x	60	8	0.133333333333333	0.979166666666667	215	39.3	0	1118.45650997151	0	18.6409418328585		1118.45650997151	18.96	398.68	615.1	3.607	16.3806666666667	75.6686666666667	20.556	132.284
480	24	PT	20	A	0	x	60	10	0.166666666666667	1.33333333333333	214	39.1	1021.33366666667	0	17.0222277777778	0		1021.33366666667	17.31	517.47	743.2	3.76216666666667	17.4996666666667	92.2363333333333	20.079	127.264333333333
485	24	PT	20	M	3	x	60	3	0.05	1.16666666666667	201	37.5	487.344358974359	1073.31447293447	8.12240598290599	17.8885745489079	1 : 2.2	1560.65883190883	26.45	564.64	846.9	4.70433333333333	17.7713333333333	100.985	20.1663333333333	145.908666666667
488	24	PT	20	P	3	x	60	3	0.05	1.10416666666667	217	39.5	0	732.685854700855	0	12.2114309116809		732.685854700855		371.88	475.8	1.732	15.0166666666667	62.17	17.3093333333333	93.0493333333333
